42
2 10
33 14 ohniva
27 3 ledova
19 4 ledova
5 12 ledova
31 15 ohniva
11 36 ledova
30 12 ohniva
32 6 ledova
0 36 ledova
20 36 ohniva
30 6 ledova
46 27 ledova
38 15 ohniva
44 29 ohniva
45 12 ledova
35 12 ledova
22 41 ledova
42 4 ohniva
23 29 ohniva
40 8 ohniva
2 45 ohniva
8 38 ledova
45 22 ledova
33 6 ledova
43 31 ohniva
43 19 ohniva
20 22 ledova
21 34 ledova
21 4 ledova
12 44 ledova
22 33 ohniva
31 38 ohniva
41 23 ohniva
3 35 ledova
22 28 ohniva
18 17 ohniva
39 96
19 7 ohniva
3 27 ledova
35 37 ledova
30 32 ohniva
9 25 ohniva
20 26 ledova
29 28 ledova
28 3 ledova
32 33 ohniva
15 35 ohniva
13 9 ledova
17 22 ledova
35 19 ohniva
25 30 ohniva
0 23 ohniva
25 17 ledova
14 1 ohniva
30 18 ohniva
15 13 ledova
14 21 ledova
4 21 ledova
3 0 ledova
37 33 ohniva
22 12 ledova
23 14 ohniva
27 25 ohniva
7 2 ohniva
10 25 ledova
23 11 ledova
0 36 ohniva
15 38 ledova
20 22 ohniva
10 29 ledova
38 35 ledova
24 7 ohniva
16 24 ledova
4 0 ohniva
18 28 ledova
13 17 ohniva
16 24 ledova
34 7 ohniva
13 11 ohniva
31 36 ohniva
38 14 ohniva
10 17 ledova
19 22 ohniva
28 12 ohniva
27 19 ledova
0 25 ohniva
20 24 ohniva
25 31 ledova
20 18 ohniva
0 33 ledova
1 23 ledova
23 16 ohniva
33 29 ledova
18 12 ohniva
8 13 ohniva
3 15 ledova
19 12 ohniva
20 22 ledova
21 7 ledova
6 22 ohniva
15 13 ohniva
30 21 ledova
7 10 ohniva
4 5 ledova
7 12 ledova
22 37 ohniva
19 34 ledova
31 16 ohniva
27 21 ohniva
26 1 ohniva
2 9 ohniva
17 25 ledova
12 34 ohniva
14 12 ohniva
33 11 ledova
2 0 ledova
23 9 ohniva
28 17 ledova
1 37 ledova
32 7 ohniva
2 5 ledova
38 30 ohniva
18 9 ohniva
33 30 ledova
16 1 ledova
25 18 ledova
37 23 ohniva
4 36 ledova
26 30 ohniva
11 0 ledova
23 34 ledova
3 16 ohniva
33 30 ledova
27 66
25 12 ledova
15 9 ledova
19 25 ledova
3 16 ledova
20 19 ledova
25 18 ledova
24 10 ohniva
16 14 ledova
23 1 ohniva
18 23 ohniva
3 24 ledova
10 11 ledova
10 18 ohniva
3 17 ledova
21 18 ledova
20 1 ledova
0 12 ledova
10 17 ohniva
21 11 ohniva
2 22 ledova
2 0 ohniva
17 26 ledova
7 15 ohniva
26 8 ledova
9 20 ledova
24 23 ohniva
20 26 ohniva
10 12 ohniva
5 26 ledova
6 12 ohniva
17 14 ledova
21 8 ohniva
12 2 ohniva
17 8 ohniva
3 1 ohniva
14 16 ohniva
10 24 ledova
21 8 ledova
18 5 ledova
2 15 ohniva
9 4 ledova
21 14 ohniva
12 4 ohniva
22 25 ledova
6 2 ledova
12 9 ohniva
14 19 ohniva
5 4 ledova
7 4 ohniva
6 7 ledova
26 14 ohniva
26 13 ledova
2 1 ledova
3 13 ledova
19 14 ohniva
10 1 ledova
24 22 ledova
1 10 ledova
24 11 ohniva
14 13 ohniva
3 6 ohniva
16 20 ledova
7 10 ledova
23 19 ohniva
0 15 ohniva
26 14 ohniva
19 18
7 8 ohniva
8 9 ledova
4 5 ledova
14 15 ledova
17 18 ohniva
2 3 ledova
0 1 ledova
13 14 ohniva
9 10 ohniva
12 13 ledova
16 17 ledova
5 6 ohniva
10 11 ledova
3 4 ohniva
1 2 ohniva
6 7 ledova
15 16 ohniva
11 12 ohniva
41 100
2 3 ledova
19 40 ohniva
6 39 ledova
12 21 ledova
24 19 ohniva
38 30 ohniva
19 17 ledova
25 36 ohniva
23 7 ohniva
30 13 ledova
32 34 ledova
30 11 ohniva
32 3 ohniva
34 39 ledova
22 31 ohniva
1 8 ohniva
22 23 ledova
8 28 ledova
32 35 ohniva
29 26 ledova
30 29 ohniva
31 5 ledova
4 8 ledova
34 12 ohniva
33 15 ohniva
11 24 ledova
18 26 ledova
17 32 ledova
12 37 ledova
1 6 ledova
27 32 ledova
32 24 ledova
17 38 ledova
13 2 ohniva
17 3 ohniva
1 16 ohniva
2 40 ledova
38 14 ohniva
35 18 ohniva
1 29 ledova
6 17 ledova
12 28 ohniva
25 29 ledova
21 5 ohniva
24 34 ledova
23 25 ohniva
3 11 ledova
14 31 ohniva
23 17 ohniva
40 37 ohniva
5 7 ledova
0 35 ohniva
31 3 ledova
19 15 ohniva
4 30 ohniva
7 32 ledova
30 36 ledova
28 12 ohniva
14 28 ohniva
5 17 ohniva
34 6 ledova
26 11 ledova
10 4 ohniva
9 7 ohniva
38 16 ledova
40 39 ohniva
23 29 ledova
4 36 ohniva
21 1 ledova
5 7 ledova
3 26 ledova
22 7 ohniva
0 37 ledova
32 31 ledova
24 3 ohniva
23 38 ohniva
8 18 ohniva
11 19 ledova
26 33 ledova
4 9 ohniva
28 18 ohniva
0 15 ohniva
25 1 ohniva
7 0 ledova
29 3 ohniva
18 25 ledova
23 24 ledova
38 5 ohniva
9 18 ledova
13 16 ledova
27 30 ledova
7 12 ohniva
32 9 ohniva
27 3 ledova
28 23 ledova
1 25 ohniva
39 27 ohniva
18 22 ledova
36 34 ledova
16 39 ohniva
62 291
2 25 ledova
14 50 ledova
52 50 ohniva
25 47 ledova
13 59 ledova
26 5 ledova
60 40 ohniva
21 44 ledova
58 25 ledova
22 7 ohniva
45 3 ohniva
30 22 ledova
53 27 ohniva
34 27 ohniva
13 57 ledova
26 47 ledova
56 9 ledova
50 26 ledova
24 19 ledova
13 33 ledova
7 50 ledova
29 42 ohniva
56 53 ohniva
50 27 ledova
23 34 ledova
18 23 ledova
10 27 ledova
17 41 ohniva
34 13 ohniva
41 46 ledova
24 45 ledova
14 33 ohniva
18 24 ledova
17 5 ohniva
32 60 ohniva
30 59 ledova
18 49 ohniva
46 15 ohniva
0 26 ledova
38 13 ohniva
14 33 ledova
21 48 ledova
20 29 ledova
32 37 ledova
32 51 ledova
45 0 ledova
57 13 ledova
2 59 ledova
60 50 ledova
47 39 ohniva
26 0 ledova
17 43 ohniva
54 33 ohniva
42 56 ohniva
23 42 ohniva
5 46 ledova
57 50 ledova
48 60 ohniva
37 5 ledova
59 54 ohniva
24 57 ledova
5 42 ledova
34 35 ohniva
14 29 ledova
14 17 ledova
35 43 ohniva
37 51 ledova
34 29 ohniva
61 44 ohniva
32 26 ledova
17 19 ohniva
58 51 ohniva
3 42 ohniva
24 54 ledova
1 16 ohniva
60 28 ledova
5 49 ledova
21 12 ohniva
34 47 ledova
46 56 ledova
55 14 ledova
21 22 ledova
57 17 ledova
20 23 ohniva
42 60 ohniva
16 18 ohniva
1 46 ohniva
60 52 ledova
11 40 ohniva
6 30 ledova
36 53 ledova
47 52 ledova
20 26 ohniva
21 55 ledova
0 31 ohniva
34 28 ohniva
52 55 ohniva
48 3 ledova
6 36 ohniva
37 30 ledova
60 50 ohniva
4 53 ledova
58 2 ohniva
10 24 ledova
41 48 ohniva
50 22 ledova
5 19 ohniva
60 23 ledova
60 57 ohniva
49 59 ledova
24 12 ledova
39 42 ledova
21 56 ledova
11 28 ohniva
1 42 ledova
17 10 ledova
5 31 ohniva
43 17 ohniva
27 40 ohniva
15 55 ohniva
44 4 ohniva
45 58 ledova
10 16 ohniva
15 30 ledova
14 46 ledova
35 57 ledova
55 14 ohniva
41 19 ledova
12 34 ledova
17 61 ohniva
61 37 ohniva
48 44 ledova
39 57 ohniva
29 37 ledova
32 28 ledova
5 45 ledova
44 60 ledova
6 36 ohniva
44 13 ledova
47 33 ledova
49 38 ohniva
16 48 ledova
26 24 ledova
10 28 ohniva
42 31 ledova
23 0 ohniva
22 18 ohniva
37 28 ledova
45 18 ledova
34 48 ledova
11 31 ohniva
59 47 ledova
15 14 ledova
42 58 ledova
3 32 ohniva
11 31 ledova
52 37 ledova
7 8 ledova
25 43 ohniva
7 34 ledova
10 6 ledova
36 35 ohniva
56 20 ohniva
8 41 ledova
39 40 ohniva
0 25 ohniva
56 16 ledova
50 3 ohniva
3 24 ledova
52 50 ohniva
29 59 ohniva
30 29 ledova
58 47 ledova
32 5 ohniva
47 4 ledova
19 8 ledova
58 5 ledova
56 49 ledova
21 45 ledova
14 39 ledova
17 5 ledova
19 41 ledova
51 45 ohniva
28 0 ohniva
52 35 ledova
16 58 ohniva
59 10 ohniva
7 17 ledova
39 53 ledova
14 13 ledova
35 16 ohniva
58 30 ohniva
12 43 ohniva
49 48 ledova
38 52 ohniva
17 15 ohniva
52 20 ohniva
34 40 ohniva
25 51 ohniva
3 34 ledova
19 28 ohniva
54 32 ledova
55 27 ledova
50 41 ohniva
16 17 ledova
51 15 ledova
36 23 ledova
19 5 ohniva
9 4 ledova
61 55 ohniva
31 11 ohniva
60 40 ohniva
16 34 ledova
40 54 ledova
58 26 ohniva
43 40 ledova
44 47 ledova
17 39 ledova
15 2 ohniva
37 10 ledova
52 18 ledova
2 31 ohniva
25 47 ledova
35 26 ledova
23 3 ohniva
4 48 ohniva
48 37 ohniva
17 61 ohniva
37 40 ohniva
10 27 ohniva
29 49 ledova
15 33 ledova
44 14 ledova
7 24 ledova
38 6 ohniva
30 10 ohniva
19 59 ledova
13 51 ledova
29 32 ledova
32 30 ohniva
55 11 ohniva
48 50 ledova
14 2 ohniva
24 60 ohniva
47 39 ohniva
22 21 ohniva
30 18 ohniva
27 33 ledova
58 18 ledova
11 49 ledova
20 33 ohniva
46 39 ohniva
8 46 ledova
47 60 ohniva
35 52 ledova
48 60 ohniva
29 11 ohniva
58 44 ledova
46 16 ohniva
18 27 ledova
30 10 ledova
59 52 ledova
2 32 ledova
24 54 ledova
42 24 ohniva
11 10 ledova
15 0 ledova
26 12 ohniva
20 53 ledova
19 27 ledova
6 22 ledova
21 48 ledova
44 13 ohniva
51 41 ledova
53 45 ohniva
57 43 ledova
22 39 ohniva
7 20 ohniva
52 35 ohniva
43 23 ledova
7 19 ledova
53 54 ledova
32 12 ledova
8 29 ledova
38 10 ohniva
14 3 ohniva
1 32 ledova
46 9 ohniva
11 52 ledova
55 59 ledova
9 18 ledova
40 66
26 39 ledova
34 37 ledova
24 27 ohniva
10 36 ledova
29 18 ohniva
33 28 ohniva
8 14 ledova
7 16 ledova
8 5 ledova
5 4 ohniva
35 38 ohniva
13 11 ohniva
36 23 ohniva
22 11 ledova
26 4 ohniva
29 5 ledova
22 2 ledova
0 6 ledova
30 9 ohniva
14 21 ohniva
17 7 ledova
19 23 ohniva
8 35 ohniva
29 36 ohniva
38 30 ohniva
27 0 ohniva
38 34 ohniva
26 36 ohniva
17 19 ohniva
30 38 ledova
11 36 ohniva
0 25 ledova
12 36 ohniva
14 30 ledova
11 2 ohniva
20 37 ohniva
23 19 ledova
9 36 ohniva
28 17 ledova
35 12 ledova
17 37 ohniva
22 7 ledova
9 39 ohniva
10 30 ohniva
0 22 ledova
6 1 ohniva
14 27 ohniva
19 33 ledova
27 16 ohniva
36 17 ohniva
1 24 ohniva
39 7 ledova
10 29 ohniva
36 4 ledova
16 27 ohniva
0 38 ohniva
31 17 ledova
8 6 ohniva
12 10 ledova
3 9 ohniva
21 19 ohniva
3 10 ledova
7 25 ohniva
15 20 ledova
13 39 ledova
24 8 ohniva
100 750
37 64 ohniva
73 55 ohniva
23 55 ledova
10 19 ohniva
58 16 ledova
40 50 ledova
6 65 ledova
8 50 ohniva
79 22 ohniva
21 22 ledova
82 76 ohniva
6 90 ledova
75 23 ohniva
26 44 ohniva
42 30 ledova
93 96 ohniva
72 89 ledova
41 1 ohniva
80 3 ledova
95 98 ledova
13 9 ohniva
33 63 ohniva
15 16 ledova
89 6 ohniva
5 57 ohniva
60 33 ledova
71 56 ohniva
29 58 ledova
62 26 ohniva
77 83 ledova
57 14 ohniva
87 37 ohniva
33 56 ohniva
16 78 ledova
50 71 ohniva
91 31 ohniva
42 90 ohniva
3 90 ohniva
86 27 ledova
64 65 ohniva
55 79 ohniva
89 14 ledova
47 9 ohniva
6 56 ledova
25 20 ledova
89 93 ohniva
39 48 ohniva
95 65 ledova
61 18 ledova
2 46 ohniva
47 69 ledova
23 38 ohniva
95 96 ledova
83 99 ledova
46 97 ledova
89 57 ohniva
1 8 ledova
34 11 ohniva
21 51 ohniva
63 59 ohniva
4 34 ledova
14 41 ledova
56 84 ohniva
9 42 ledova
96 77 ohniva
27 15 ohniva
5 98 ohniva
91 75 ohniva
63 55 ohniva
21 5 ledova
73 54 ohniva
48 17 ohniva
96 91 ohniva
96 23 ledova
64 53 ohniva
13 18 ledova
13 44 ledova
38 87 ohniva
70 84 ledova
68 2 ohniva
92 54 ohniva
26 38 ledova
57 52 ohniva
97 73 ohniva
74 75 ohniva
13 18 ohniva
43 21 ohniva
37 89 ledova
74 60 ohniva
55 13 ohniva
14 94 ohniva
95 53 ledova
85 97 ledova
24 68 ledova
7 21 ohniva
30 90 ohniva
33 54 ohniva
19 51 ohniva
10 47 ledova
80 9 ledova
72 2 ohniva
25 95 ohniva
73 53 ohniva
65 53 ohniva
62 7 ledova
33 21 ledova
5 68 ledova
80 34 ledova
4 49 ohniva
12 82 ledova
71 73 ohniva
82 76 ledova
29 50 ohniva
41 78 ledova
78 98 ohniva
47 91 ledova
70 7 ledova
6 46 ledova
45 76 ledova
88 78 ledova
38 18 ohniva
30 99 ledova
65 82 ohniva
72 77 ledova
0 69 ledova
4 22 ledova
25 99 ledova
1 78 ledova
36 12 ohniva
32 20 ohniva
41 80 ohniva
31 56 ledova
77 21 ohniva
36 81 ledova
65 86 ohniva
36 50 ledova
44 1 ohniva
99 10 ohniva
17 74 ledova
80 0 ohniva
54 38 ohniva
4 26 ohniva
53 88 ohniva
73 97 ledova
53 7 ohniva
79 33 ohniva
84 17 ledova
19 64 ohniva
7 8 ledova
8 81 ledova
96 79 ohniva
87 11 ohniva
80 59 ohniva
0 85 ledova
50 67 ledova
68 63 ohniva
56 65 ledova
80 15 ledova
97 31 ledova
55 82 ohniva
76 93 ledova
95 8 ohniva
80 62 ohniva
96 30 ledova
56 77 ohniva
14 97 ledova
44 19 ledova
8 97 ledova
84 54 ohniva
33 7 ledova
46 67 ledova
19 25 ohniva
97 80 ohniva
26 30 ledova
41 87 ledova
67 9 ohniva
73 65 ledova
70 72 ledova
41 8 ohniva
38 83 ledova
54 83 ledova
18 34 ohniva
20 93 ohniva
75 70 ohniva
14 89 ledova
80 16 ohniva
7 91 ledova
65 72 ohniva
47 99 ohniva
74 81 ohniva
63 59 ledova
99 34 ohniva
51 61 ohniva
78 39 ohniva
25 44 ledova
86 48 ohniva
43 24 ohniva
56 7 ledova
25 88 ohniva
19 44 ohniva
2 32 ohniva
1 63 ohniva
61 51 ledova
23 91 ohniva
53 0 ledova
69 71 ledova
81 88 ohniva
39 18 ohniva
25 92 ledova
4 34 ledova
25 42 ledova
85 88 ledova
90 9 ledova
17 6 ledova
9 8 ledova
17 73 ohniva
21 50 ledova
58 5 ledova
28 14 ohniva
70 26 ohniva
91 2 ohniva
90 86 ohniva
46 73 ohniva
59 2 ohniva
8 40 ledova
93 68 ohniva
94 61 ledova
28 78 ohniva
13 53 ohniva
25 8 ohniva
67 85 ohniva
0 43 ohniva
0 68 ohniva
58 7 ohniva
99 7 ohniva
92 94 ohniva
9 41 ohniva
48 91 ohniva
91 92 ohniva
62 97 ohniva
87 75 ledova
91 9 ledova
69 80 ohniva
49 19 ohniva
92 33 ohniva
40 76 ohniva
75 44 ohniva
82 61 ohniva
62 15 ledova
66 79 ohniva
21 26 ohniva
64 87 ledova
44 91 ohniva
28 90 ledova
21 82 ohniva
65 77 ledova
98 73 ledova
75 5 ohniva
22 66 ohniva
66 59 ledova
59 68 ohniva
38 22 ohniva
63 35 ohniva
33 81 ledova
7 15 ohniva
78 57 ohniva
5 15 ledova
57 83 ledova
29 5 ledova
37 4 ledova
68 71 ledova
29 14 ohniva
89 3 ledova
94 89 ohniva
89 6 ohniva
65 62 ledova
26 28 ledova
63 32 ledova
29 37 ledova
98 15 ohniva
11 99 ledova
16 35 ohniva
28 55 ledova
22 88 ohniva
73 18 ohniva
65 36 ledova
21 30 ohniva
92 4 ohniva
23 65 ledova
11 33 ledova
19 47 ohniva
82 39 ohniva
36 64 ohniva
8 36 ohniva
19 76 ledova
0 72 ledova
24 79 ohniva
84 27 ohniva
25 1 ohniva
17 66 ohniva
1 82 ohniva
56 43 ledova
31 43 ledova
33 44 ledova
23 48 ohniva
56 48 ohniva
20 15 ohniva
46 27 ledova
31 2 ledova
86 79 ohniva
65 36 ledova
52 19 ohniva
0 72 ohniva
51 84 ledova
17 5 ohniva
40 18 ledova
68 77 ledova
70 64 ohniva
43 42 ledova
99 68 ledova
66 37 ledova
57 75 ledova
93 31 ledova
71 8 ledova
68 88 ledova
36 95 ohniva
49 98 ohniva
21 57 ledova
96 14 ohniva
38 21 ledova
87 68 ohniva
67 75 ledova
41 63 ohniva
17 23 ledova
59 99 ledova
62 85 ledova
4 3 ledova
49 72 ohniva
98 21 ledova
74 19 ledova
8 48 ohniva
85 46 ledova
21 50 ledova
57 5 ledova
57 54 ohniva
11 86 ohniva
19 97 ledova
17 25 ledova
77 23 ledova
76 2 ohniva
2 87 ledova
80 2 ohniva
36 2 ledova
76 59 ledova
76 5 ledova
17 76 ohniva
29 64 ohniva
8 25 ledova
38 47 ohniva
4 8 ohniva
90 1 ohniva
35 90 ledova
59 36 ledova
16 14 ledova
80 41 ohniva
50 36 ohniva
39 7 ledova
59 92 ohniva
31 30 ohniva
94 69 ohniva
11 78 ohniva
37 89 ledova
40 3 ledova
81 78 ledova
94 20 ohniva
34 66 ledova
16 61 ledova
4 3 ledova
10 14 ledova
19 36 ohniva
65 91 ledova
42 24 ohniva
91 78 ohniva
14 20 ohniva
66 63 ledova
24 89 ledova
56 63 ohniva
7 85 ledova
0 2 ohniva
86 69 ohniva
55 79 ohniva
64 43 ledova
33 91 ledova
45 0 ohniva
94 38 ohniva
22 70 ohniva
30 43 ohniva
1 8 ohniva
30 75 ohniva
44 72 ohniva
47 9 ledova
15 65 ohniva
69 5 ohniva
70 79 ledova
77 56 ohniva
38 70 ohniva
50 4 ledova
73 26 ohniva
96 22 ledova
18 8 ohniva
78 46 ohniva
81 14 ohniva
1 73 ledova
82 78 ledova
48 47 ledova
10 83 ledova
74 42 ohniva
19 81 ledova
32 56 ohniva
21 9 ledova
44 95 ledova
28 6 ledova
88 67 ledova
16 6 ohniva
34 93 ledova
45 10 ledova
62 89 ledova
67 44 ledova
65 10 ohniva
48 67 ledova
56 62 ohniva
3 23 ohniva
45 22 ohniva
74 47 ohniva
9 81 ohniva
0 85 ohniva
46 87 ledova
88 3 ohniva
87 56 ohniva
37 35 ledova
5 11 ledova
56 75 ohniva
55 54 ledova
44 2 ohniva
26 8 ohniva
8 69 ledova
89 74 ohniva
62 91 ohniva
96 28 ledova
89 48 ledova
50 11 ledova
64 9 ledova
9 74 ledova
61 59 ohniva
74 10 ohniva
74 7 ledova
2 82 ohniva
13 89 ohniva
3 8 ohniva
79 44 ohniva
69 34 ohniva
14 67 ledova
9 17 ledova
98 79 ledova
68 89 ohniva
88 14 ohniva
82 57 ohniva
85 67 ohniva
97 72 ledova
83 79 ohniva
59 48 ledova
83 66 ohniva
4 98 ledova
56 99 ohniva
56 60 ohniva
41 70 ohniva
76 64 ledova
81 78 ohniva
10 47 ledova
14 19 ledova
93 92 ohniva
68 12 ledova
69 19 ledova
11 20 ledova
33 48 ohniva
37 10 ledova
56 53 ohniva
56 60 ledova
14 34 ledova
54 50 ledova
29 0 ledova
74 66 ohniva
45 41 ledova
28 72 ohniva
17 64 ledova
60 2 ohniva
99 50 ohniva
74 76 ledova
95 53 ledova
93 19 ohniva
19 39 ohniva
32 14 ledova
5 32 ledova
3 98 ohniva
76 21 ohniva
89 18 ledova
65 68 ohniva
91 8 ohniva
61 77 ledova
60 38 ohniva
86 91 ohniva
40 55 ledova
85 62 ledova
91 66 ledova
8 77 ledova
89 84 ledova
46 79 ledova
91 61 ohniva
43 31 ledova
95 38 ohniva
82 52 ledova
94 80 ledova
45 67 ohniva
29 58 ledova
39 97 ledova
25 44 ohniva
97 25 ohniva
74 86 ledova
68 65 ohniva
56 25 ohniva
63 96 ohniva
38 44 ohniva
70 38 ohniva
69 92 ledova
82 38 ohniva
28 19 ohniva
47 44 ledova
35 85 ohniva
61 31 ledova
80 96 ohniva
93 94 ledova
73 11 ohniva
27 2 ledova
27 2 ledova
68 19 ohniva
44 94 ohniva
67 80 ohniva
48 86 ledova
19 53 ledova
7 56 ohniva
36 56 ledova
77 64 ledova
40 77 ohniva
77 44 ohniva
74 43 ledova
37 57 ledova
41 10 ohniva
86 83 ledova
70 36 ledova
3 98 ohniva
10 8 ledova
32 92 ohniva
23 29 ohniva
44 28 ohniva
41 45 ledova
95 79 ledova
17 85 ohniva
26 0 ohniva
73 19 ohniva
82 39 ledova
13 29 ohniva
34 46 ledova
56 37 ledova
46 99 ledova
50 93 ledova
30 82 ledova
16 7 ledova
99 21 ledova
51 54 ohniva
66 63 ohniva
88 29 ohniva
22 41 ledova
72 24 ledova
97 99 ohniva
99 51 ledova
57 45 ohniva
67 13 ledova
11 58 ohniva
97 9 ledova
45 40 ohniva
12 69 ohniva
71 74 ohniva
62 50 ledova
25 67 ledova
55 21 ohniva
62 97 ohniva
51 6 ohniva
88 19 ledova
43 24 ledova
73 18 ohniva
17 14 ohniva
60 83 ledova
43 87 ledova
55 52 ohniva
20 2 ledova
11 74 ohniva
94 64 ohniva
25 52 ohniva
73 46 ledova
20 65 ohniva
48 55 ledova
60 14 ohniva
23 88 ledova
8 99 ledova
69 6 ledova
45 54 ledova
91 57 ledova
82 70 ledova
53 1 ledova
38 12 ohniva
1 34 ledova
30 5 ledova
35 41 ohniva
26 78 ohniva
60 97 ledova
24 29 ledova
86 6 ohniva
2 92 ledova
23 88 ohniva
11 12 ledova
15 76 ledova
89 24 ohniva
21 81 ohniva
30 45 ohniva
5 38 ohniva
76 23 ohniva
92 14 ledova
32 56 ledova
65 68 ohniva
12 99 ledova
3 91 ledova
7 63 ohniva
67 25 ohniva
15 22 ledova
83 62 ohniva
68 72 ledova
40 58 ledova
31 79 ohniva
60 92 ohniva
81 46 ledova
0 67 ledova
93 59 ohniva
32 37 ohniva
25 30 ledova
11 90 ohniva
96 81 ledova
68 67 ledova
39 69 ledova
53 46 ohniva
48 95 ohniva
3 67 ohniva
57 36 ohniva
26 4 ledova
82 42 ohniva
65 79 ohniva
1 85 ledova
25 73 ledova
26 92 ledova
0 79 ohniva
67 93 ohniva
38 6 ohniva
25 31 ohniva
46 73 ohniva
21 77 ledova
74 97 ohniva
19 57 ledova
44 39 ohniva
16 28 ledova
81 96 ohniva
0 8 ohniva
10 77 ledova
34 65 ledova
38 2 ohniva
97 22 ledova
72 7 ledova
21 50 ohniva
31 25 ohniva
28 26 ledova
57 30 ledova
66 55 ledova
74 90 ledova
44 31 ohniva
61 44 ohniva
22 26 ohniva
49 75 ohniva
24 28 ledova
96 74 ledova
58 84 ledova
96 52 ohniva
77 31 ledova
16 74 ohniva
16 88 ledova
30 67 ledova
80 87 ohniva
50 41 ohniva
40 76 ohniva
74 33 ohniva
55 86 ohniva
5 78 ohniva
94 17 ohniva
19 40 ledova
49 29 ohniva
57 24 ohniva
5 45 ledova
75 86 ohniva
95 68 ohniva
4 57 ledova
10 58 ohniva
2 6 ohniva
60 89 ohniva
99 53 ohniva
9 21 ohniva
57 34 ledova
97 41 ledova
13 3 ohniva
72 54 ohniva
61 3 ledova
86 31 ledova
28 39 ohniva
25 54 ledova
13 22 ledova
72 16 ohniva
56 73 ledova
82 25 ohniva
53 21 ledova
66 74 ledova
20 29 ohniva
16 9 ledova
46 11 ohniva
31 82 ledova
41 88 ledova
50 56 ohniva
93 6 ohniva
6 14 ohniva
10 87 ohniva
40 15 ledova
45 15 ohniva
73 2 ledova
11 92 ledova
72 46 ohniva
1 0
2 1
0 1 ohniva
10 25
7 1 ohniva
9 4 ohniva
3 5 ledova
0 3 ohniva
4 9 ohniva
9 3 ledova
0 1 ledova
4 0 ohniva
6 5 ohniva
1 5 ledova
9 0 ohniva
9 0 ledova
0 2 ledova
6 4 ledova
9 6 ledova
3 9 ohniva
6 1 ohniva
4 5 ohniva
1 7 ledova
9 6 ledova
0 8 ledova
3 5 ohniva
3 0 ohniva
2 0 ledova
0 4 ledova
28 27
6 7 ohniva
19 20 ohniva
24 25 ohniva
13 14 ohniva
3 4 ohniva
14 15 ohniva
17 18 ohniva
7 8 ohniva
25 26 ohniva
9 10 ohniva
23 24 ohniva
12 13 ohniva
20 21 ohniva
0 1 ohniva
26 27 ohniva
8 9 ohniva
2 3 ohniva
1 2 ohniva
10 11 ohniva
16 17 ohniva
18 19 ohniva
21 22 ohniva
5 6 ohniva
22 23 ohniva
15 16 ohniva
11 12 ohniva
4 5 ohniva
33 64
26 1 ledova
23 13 ledova
21 15 ledova
21 7 ohniva
18 30 ohniva
11 27 ledova
3 2 ledova
14 22 ohniva
29 0 ledova
17 10 ledova
32 21 ledova
5 10 ledova
24 14 ohniva
3 11 ohniva
12 13 ledova
1 32 ohniva
19 2 ledova
2 19 ledova
2 0 ledova
2 19 ledova
19 29 ledova
23 13 ledova
27 10 ohniva
25 14 ledova
21 17 ledova
0 28 ledova
1 12 ohniva
16 17 ledova
2 1 ohniva
5 10 ledova
32 25 ohniva
13 1 ledova
28 12 ledova
6 8 ohniva
8 17 ledova
31 17 ohniva
